seq,Kingdom,Phylum,Class,Order,Family,Genus,Species,rel_ab
6af212b38b50970eedbe3b77771df1f7,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_1409,,0.029799
6b077fe45f354018d63a6b488abbc690,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,,0.003002
6b08855ae7211b8ef156bc5b99ea4fa7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,0.003639
6b0a203af2e34ed8c5bd50b00af37d18,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,0.002502
6b0c0cc67fd069ab14efc27a0804ff82,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Williamwhitmaniaceae,,,1.611799
6b1eaa17f54e2143e94e87e3a5d52093,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Plasticicumulans,midas_s_11214,0.00134
6b2030a8d8c47bf09d9b07b826735881,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,,0.013806
6b22675ff0bdbd992a3a9f6ff19fb136,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Eubacterium_brachy_group,,0.037339
6b3cc1fb534e1063a870a8c73ce0c206,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,,,0.217811
6b4b4d0252d155f95b7a41da0ba8fcbd,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Sediminibacterium_salmoneum,0.885697
6b4e57c2c2f234adfc6686d27758d325,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Smithellaceae,Smithella,Smithella_propionica,0.067401
6b56c9608328b2d117758a36aa078e92,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,,0.014428
6b61f479bfad6b250e35f9ad34fd565b,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,,0.000794
6b68ebbc9e9e8d26fa7018cf163d4848,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,midas_g_75,midas_s_75,0.046192
6b6961f173c81297f7a0d91f54e1acaf,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter,midas_s_2899,0.000868
6b6e949a916f18c29019ad1df63ee15e,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,0.006352
6bb0c2d9f702303eb7749e9c726f59c0,Bacteria,Myxococcota,Polyangia,mle1-27,midas_f_990,midas_g_5210,,0.001913
6bb44720dc440226822b7c31bc424d93,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,midas_s_32279,0.001222
6bb602f161cd434e740b0b0694a2fe7e,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,midas_s_1048,0.002037
6bb7b85703c4a4aa57fbc0646e7d5f62,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,,0.018483
6bbdef1b8a43845127c85f3b3601ff6a,Bacteria,Proteobacteria,Gammaproteobacteria,midas_o_26,midas_f_98,midas_g_273,,0.000717
6bd691d8b931cc70c4fc99d59830cd0e,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,,0.00144
6be2fa6e5b5c05086ddfbea315c69bca,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,midas_s_6200,0.000728
6be5764ec57f27939c720c501cb77020,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,,0.259396
6c08e4f4369adb555dec39bcb89f4adb,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,Reyranella_massiliensis,0.02401
6c0d540b5601f1175fba06f59e2bdf16,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,midas_g_82742,midas_s_82742,0.000513
6c2f70f4c2d90cff3e3432f2d9ff7641,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group,midas_s_5447,0.001235
6c5769cde345ee7d540e7a66ae1a5f47,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,midas_f_3092,midas_g_4299,midas_s_4299,0.001889
6c66b2de3937b47ff4f26623c9d422e2,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,0.00139
6c69b67bc429532ce3461ea6f3dc7c82,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,midas_s_3364,0.002116
6c6d36d847ce88d1d370c9761431b3ec,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,0.012913
6c7852bc10e02a255cf31aabfda2d50f,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,midas_f_9443,midas_g_9443,,0.000837
6c7a1a940865cb8fc19e17d404be6951,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,0.004482
6c7cc8df0f1a95808dba30516216d618,Bacteria,Planctomycetota,vadinHA49,midas_o_4436,midas_f_4436,,,0.028573
6c84e7fd64b6c1c1ef1f98cd78f7e524,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,0.218848
6c98efe638154a758cb4fc3e9f34ab69,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,0.000952
6cb97c907f4e77ccce368368dda139dc,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,0.009445
6cc281b46a575c7ec9525dc2a4ac5def,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,0.003021
6cc9fb78a00377ee84d339ad848a407e,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Ca_Vicinibacter,midas_s_177,0.000651
6cd68fced82cdcce46bf44a91394c985,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,0.00671
6ce0bcd8237213c4aed280b76c7dd7a0,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,midas_s_26965,0.224332
6ce4b7603488a058260933ab3ff0a918,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,midas_f_24235,midas_g_102763,midas_s_102763,0.008012
6ce791a2ee4ff90c8db46044bd6d3505,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,0.002391
6cf039e2db62dc4808ef056c264d0266,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Arenimonas_metalli,0.035835
6d0f92c33f29be3cc4ecc054ef1b440e,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_4774,midas_g_10162,,0.000375
6d4462d6c1f18167858055110cf7234f,Bacteria,Desulfobacterota,midas_c_41,midas_o_2276,midas_f_51851,midas_g_68821,midas_s_71407,0.002037
6d52c1bf5d0b75acc20307af70174836,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea,,0.003611
6d5583964dcdeb9b32867c56c5e19a33,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,midas_s_47796,0.001415
6d5b2eea3c6199978498ab6e123b58f1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Ca_Accumulibacter,,0.005859
6d65904cb3eb4b876625ec8f5a680b41,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,midas_g_5621,midas_s_40120,0.056219
6d79358fb4481b385cb38924034d2be0,Bacteria,Patescibacteria,Microgenomatia,Ca_Collierbacteria,midas_f_28139,midas_g_57021,midas_s_57021,0.000744
6d83e99a299c375838b7fd011d7f7c02,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,,0.001111
6d975595efead5d670bdb8d76c05201b,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Flexifilaceae,midas_g_22263,midas_s_99701,0.000833
6d98bc98669fa23fe7fd6f365528e40b,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,midas_s_38248,0.00075
6da80d4e7c7e2bdc35722de865d272af,Bacteria,,,,,,,0.036258
6dac365a70e8bb9979c79cc778e2ee6e,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,midas_f_71066,midas_g_71066,midas_s_71066,0.000375
6dadb3c15a09830522d9098ce8d96222,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,midas_s_61804,0.004458
6db4887236885a8b8d3bfab25769bd9e,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azoarcus,,0.037206
6dcc749f121973d6d68cd84dcb6e4ac3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,midas_g_694,midas_s_16444,0.007423
6dcd15bd555e89be1a5051024bf0c7e1,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Aestuariimicrobium,midas_s_6934,0.003611
6de74202f2b005602e0e95eb99780497,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Syntrophaceae,Syntrophus,midas_s_53622,0.015375
6df509cdde51389b675a6f3a8f45227a,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,midas_s_32033,0.007684
6dfa1d3cd280ae1124f11510300535db,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,,0.022307
6dfb10e6d92b2c7ec87175ad560bed2e,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,0.006108
6e01e4385cee37baa2cba8e4af01c030,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,midas_s_135,0.003439
6e13c5679b1ca4aa69f3db50b63cd618,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,,0.005947
6e1e69886157c9df0862d02621fa082d,Bacteria,,,,,,,0.000489
6e2b6abbb72e3973b56c9a0790e3e63e,Bacteria,,,,,,,0.178171
6e4ed450909c446cda8ef7862651626d,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,,,0.002379
6e6137ef33b179cded7602557b0ef6d1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium,,0.000638
6e696227f41f15d1f8abf54757759777,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Rheinheimera,,0.000956
6e72d85c5c29aaa1b7f043f60c8515fa,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,,0.001689
6ec99de658e6963811472e437060b8ee,Bacteria,midas_p_31827,midas_c_31827,midas_o_31827,midas_f_31827,midas_g_31827,,0.00074
6f12436fc06e7cb529499de6a5edfb6c,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,midas_g_422,,0.002251
6f12c2f377723b5a288bafae6663a51d,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,midas_f_2010,midas_g_7254,,0.000604
6f16417857574fc399bd4979eb70e57e,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,,0.217062
6f3130165b23c7905555e4b9cf4a6d0f,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,,,0.015375
6f462ab0adc534fd8c0f3f926b899c05,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium,,0.001381
6f4bf7bf82f2000bc06db39e650b4182,Bacteria,Margulisbacteria,midas_c_25190,midas_o_65291,midas_f_119385,midas_g_119385,midas_s_119385,0.000809
6f4f1b0e92407366bb4af4db89ebceed,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,,,0.022467
6f641fea03ecea937147828fc5017bfc,Bacteria,midas_p_49974,midas_c_49974,midas_o_49974,midas_f_49974,midas_g_49974,,0.000407
6f6937250fa67a37f4d115f55640a58a,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,midas_s_109655,0.000607
6f71b337a2341f3665c267efa246a7d2,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,KD3-10,midas_s_81744,0.000898
6f75865bcb51a0f54d630d5377b5dbb0,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,0.014465
6fb34904416feabeb2d82f07ccd36a12,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Flexifilaceae,midas_g_36032,,0.000403
6fe2b12ae3c866fc166010696bac7ff0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,midas_s_32279,0.002833
6ff2cdb5d5ee881905df624998959b8a,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Propionivibrio,midas_s_9216,0.042017
7014d88f88b0aff3526b220d68dd16cb,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,midas_s_21376,0.00044
7018a433478a7efa768166f739b4a88a,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,,0.000743
701c2c1e250f5abc4041817aac58d228,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,,,0.003639
701f7d9eaba3bcea8f27a471874e8fef,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_5914,,0.000434
702860fda44c0d44ddacb5bd79fd5d24,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosaetaceae,Methanothrix,,0.046125
702d92ce5fdd5f537f6ecf1232fc7696,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,CPla-3_termite_group,,,0.000404
703b123d3cbe4a7e8c02253f1f55d261,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,,0.002058
703e5aedab78e1cbba9e50c06db8e1be,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Ca_Defluviifilum,midas_s_169,0.031861
703ed676b850110d2f6ab9823a9df73a,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,0.010284
703facdb092254afa50396bf4b1fd2d8,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,,0.00044
704083aa874082e2613685b4c2f4597e,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,midas_g_36815,midas_s_36815,0.002786
70587a5848f80e8639f9bb824c9236fa,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,,0.021769
70661802af1287e2001afb4829e3ca85,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,,0.00044
70763b9d6af543d0fb17d588fdb979c7,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,midas_s_361,0.000457
707c2f929c0d81fc4176eca00284add7,Bacteria,Desulfobacterota,midas_c_41,midas_o_2276,midas_f_5162,,,0.000525
709114ac57082fe5edb58b1a3f574458,Bacteria,,,,,,,0.001281
709c7c7040f23f7845ad1befc91bf812,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,midas_g_41908,midas_s_41908,0.001213
70a09969cc07be3420857b4730787830,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Aurantisolimonas,midas_s_21921,0.000238
70baada3e2d6cddcaf6a099c56f0e2ab,Bacteria,Proteobacteria,Alphaproteobacteria,midas_o_24,Lacibacterium_aquatile,midas_g_22236,midas_s_63202,0.004994
70d511d2a8af18cd1313926496969e15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Prosthecomicrobium,,0.001192
70e165a97152d1f50f5be25f0f3d5698,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,midas_s_64306,0.002881
70f4d4f190f1a21ef77138702dca84ec,Bacteria,,,,,,,0.000805
7116bed927bbdaf0240846a104ac07ee,Bacteria,,,,,,,0.0005
712189e82061007889f004dcc83cf4ac,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Flexifilaceae,midas_g_8129,midas_s_8129,0.001954
7141921d9117df050c7e3d64516ff8c7,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,,,0.002219
7145924d11a114327b185cb6197b60ca,Bacteria,Acidobacteriota,Holophagae,Subgroup_7,midas_f_973,midas_g_973,,0.002601
715682869e970fcf954e0b1fe3c07d08,Bacteria,,,,,,,0.000291
715823d36b444c77ef65e51726d0f965,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,,0.00217
716df7e4aebfd739b567998387f5bb37,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,midas_s_76951,0.000823
71777ad603579ec33c2b99ca6be2d100,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,midas_g_53968,midas_s_53968,0.060533
717cc727092dbb7ee3606910f567df96,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,0.007379
717f2a29f8f8516f3dc7a7b83595743f,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,midas_s_49818,0.000986
71806755cbeab62240bb611dfe1bbe85,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Flexifilaceae,midas_g_36081,midas_s_36081,0.000412
7182f3c3ff82c157d3e2f35c711b19ff,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Flexifilaceae,midas_g_22263,midas_s_99701,0.000809
7197872e3f38a6410794e0f480dcf72a,Bacteria,Bacteroidota,Bacteroidia,SM1A07,,,,0.000733
7198928d1ede795c1d907bad7f727a63,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,midas_g_81141,midas_s_81141,0.002426
71a4e4dc4778c14deb4fe7c9e9a9f070,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,midas_g_3838,,0.007015
71b9b7854be80b6898d9caa25f283891,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,midas_g_8808,midas_s_8808,0.000872
71bb7c8a89ff40f0beb9d9fe8e800eea,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Flexifilaceae,midas_g_2842,midas_s_40442,0.000929
71cd630003cdefb73053d96dc6a1773a,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,,,0.000238
71dc7211a33712c3e25cc2fc9426a92b,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,midas_f_2685,midas_g_7617,midas_s_7617,0.004141
71e280e2d661cbb40dda4c8f4e71b886,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,,,0.001479
71e311b187e2336bc66cb1b384df43ad,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,midas_s_23483,0.010634
71eeeaa22bcb595a1bf71d3cb2c91f2e,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,midas_s_110921,0.003639
71f6c4a482bec3b30611eeb266dda6a5,Bacteria,Bacteroidota,Bacteroidia,SM1A07,midas_f_37935,midas_g_48622,midas_s_50882,0.001251
720874dd44f1398dde656d25bf3b83ea,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,,,,0.022192
722ecb4a9b5ae5dbdb378ac7213182e6,Bacteria,Acidobacteriota,Acidobacteriae,Paludibaculum,midas_f_675,midas_g_982,,0.000743
72371aa4182f8ed10fe0418b8fbb067c,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,,,0.000425
72539cd6e76345ba192c82eac9c9571b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,0.000595
725897407c64c5824e550565b91b7625,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,midas_f_7641,midas_g_35378,midas_s_44205,0.001111
726f141aac90352b68e0018529534855,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,midas_g_8808,midas_s_8808,0.001512
7278a050c1e159256bbfe9e30e9e35ca,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,,,0.005
7284793a5da0c1fb3d22718838cfab21,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,midas_s_41474,0.001519
728d4d9a2b84d2dc3a4734a1fad8d42d,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,midas_s_11707,0.000872
7290690cd7d5a79639de791d9e99b446,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,0.009377
72ac916f69005584aabdc18fe4ba0da8,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,midas_g_61647,,0.002179
72b7576186ef5e3c5bcaf199131a5225,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Caedibacter_taeniospiralis_group,midas_s_50907,0.005257
7304d0acd22be97a3c32261ccf1d2a4e,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,midas_g_45788,midas_s_45788,0.00085
73167a969d83804802edf177655644c5,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,midas_s_32392,0.008862
735cc301c31004a203aa1a8e89973dab,Bacteria,WS1,midas_c_796,midas_o_796,midas_f_796,midas_g_1743,,0.003437
7363aac88b5325ac49cb469e284e10dd,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,0.000733
73767effedcca2c7661f294d4358fb56,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,midas_g_80044,midas_s_80044,0.000529
73798027e58ef9049854435b53ca0dea,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,midas_g_18382,,0.002014
7387a84d75b472328da80139ec6ea4c4,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,Ca_Bealeia,midas_s_44956,0.01803
73b531a1d6844e48a3f94eac3f309bbf,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosaetaceae,Methanothrix,,0.007481
73d92342a1a933ad12ec3bcace1129b2,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,,,0.002022
7420b15cfcbc734cb7f4d2c9724a5bb1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,0.00061
74266d27a9a14dec7b6bd8064a93216c,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,,0.000188
74316f0e658505498c0bd04393736a67,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,midas_s_8374,0.210084
7432ceede448f6e5d60567947347a06b,Bacteria,Patescibacteria,Microgenomatia,Ca_Gottesmanbacteria,,,,0.011487
74a18c619372a03e9486504c29e1932d,Bacteria,Bacteroidota,OC31,midas_o_19540,midas_f_19540,midas_g_37518,midas_s_37518,0.006268
74a369bafc9efabf60a00dde2ed7aeb7,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,0.026876
74c18fdfb2949d518d832ded9c067ac4,Bacteria,Desulfobacterota,midas_c_41,midas_o_2276,midas_f_35476,midas_g_71925,midas_s_71925,0.012322
74ce04d1fbbb02322b719b8b90d2eea0,Bacteria,midas_p_25076,midas_c_25076,midas_o_25076,midas_f_25076,midas_g_100664,midas_s_100664,0.008585
74d0377d2ae6eaf80cd4105f161803df,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,midas_f_3092,,,0.001617
74d090a72f7ebbc359b459a115e93d81,Bacteria,Verrucomicrobiota,Verrucomicrobiae,LD1-PB3,midas_f_131,midas_g_131,midas_s_7697,0.000515
74d2714eeeaab9558bbfeb2f46afbd0f,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,midas_f_49392,midas_g_88144,midas_s_88144,0.000556
74d2f6d63134e96a7f8271fbd7e160c9,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,midas_s_58718,0.246098
74db97b5590394b23a214308d73d160f,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,,0.013438
74eaa20d8aa89dea5b650f23bb02a8d2,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,midas_s_88019,0.010598
74f950acc581e4b7788bb3efd6d45209,Bacteria,,,,,,,0.000375
75073693099ddccd1747e07839c976e5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,midas_s_113221,0.001067
7509fefa7ad71f5c962c4ef168d79c1c,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ca_Promineofilaceae,Ca_Leptovillus,,0.001945
751b8a7e707d381f99cebf940e4b5e0d,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea,midas_s_14538,0.000747
751e2c755dd6167beb72af3396ad4def,Bacteria,Patescibacteria,ABY1,,,,,0.003222
752816d35abeff51623f1d41da3195e0,Bacteria,,,,,,,0.00182
7543bb0a112cae2d9c45a662e0784171,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,,0.007698
754e219fc3395ede5cbfa6a8d1886504,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,,0.007616
755025cd89088f99ec5705ead1eb4da7,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ca_Villigracilis,,0.00369
755974dcfb9dd8169eada93b06fdc26d,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azospira,midas_s_1294,1.799027
7560341d189979061fc67e4bd19f82ca,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Ca_Alysiosphaera,midas_s_6067,0.001953
7569ce63b29e4f4fadfebdfb16dc15b8,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,,0.000478
